student_id,grade,gender,sleep_hours,sleep_quality,homework_hours,tests_per_week,extracurricular_hours,num_activities,screen_time_hours,commute_minutes,family_support,friend_support,teacher_support,self_rated_stress,burnout_score,high_burnout
295,12,Female,8.0,4,3.7,0,3.5,2,3.0,21.0,3,3,3.0,3,4,1
296,12,Female,9.8,4,2.4,4,3.3,4,3.7,28.0,3,3,3.0,2,4,1
297,12,Male,9.0,4,4.5,1,0.7,4,2.4,27.0,2,3,1.0,2,4,1
298,12,Female,7.2,2,2.8,4,9.5,1,2.7,34.0,1,5,3.0,5,5,1
299,12,Female,7.5,5,2.1,2,5.6,4,4.2,16.0,4,3,3.0,1,3,0
300,11,Male,8.7,3,2.9,3,14.4,2,3.5,11.0,2,4,5.0,2,4,1
301,12,Male,8.7,5,2.3,4,8.5,3,2.9,24.0,5,4,3.0,3,3,0
302,9,Male,7.8,3,3.3,2,9.3,3,2.7,21.0,5,4,4.0,2,3,0
303,11,Female,7.7,3,2.8,3,5.0,2,3.6,26.0,3,4,3.0,3,3,0
304,10,Female,8.3,5,2.2,0,1.6,0,3.1,11.0,3,4,3.0,2,3,0
305,12,Female,8.1,4,3.8,5,2.5,1,3.0,32.0,5,5,3.0,3,2,0
306,10,Female,7.8,4,1.4,1,0.5,4,4.6,4.0,5,4,4.0,1,2,0
307,10,Male,7.8,4,1.1,3,9.6,1,,15.0,3,5,4.0,2,3,0
308,11,Female,9.2,4,3.2,2,4.5,1,5.4,39.0,3,3,2.0,3,3,0
309,9,Male,9.5,4,0.9,3,9.8,2,6.2,5.0,3,4,,2,2,0
310,9,Male,8.7,3,0.9,3,6.5,0,2.7,38.0,4,2,2.0,2,2,0
311,10,Nonbinary,9.8,5,3.2,2,4.8,2,5.6,2.0,3,5,4.0,2,2,0
312,10,Female,7.5,3,2.9,3,1.3,1,4.7,2.0,4,3,1.0,3,4,1
313,9,Female,10.0,5,0.7,1,7.2,1,4.4,2.0,5,3,4.0,2,1,0
314,10,Female,8.5,4,1.8,2,5.1,2,4.4,24.0,2,2,4.0,3,4,1
315,10,Female,11.0,4,1.5,2,9.6,1,1.7,33.0,3,4,3.0,2,2,0
316,10,Female,6.6,4,4.2,2,3.1,4,6.0,41.0,2,3,3.0,4,5,1
317,10,Female,7.2,3,3.3,2,8.5,2,5.3,40.0,3,5,4.0,3,4,1
318,11,Male,8.2,3,2.4,1,12.6,1,1.1,35.0,3,4,3.0,2,3,0
319,10,Male,8.4,4,3.0,2,7.1,1,3.6,10.0,3,3,2.0,3,4,1
320,12,Male,9.6,5,1.8,3,9.1,3,4.4,9.0,4,2,2.0,2,2,0
321,12,Female,6.7,3,2.5,3,8.3,0,5.2,34.0,4,2,2.0,2,4,1
322,10,Female,8.9,4,2.5,0,13.6,1,4.2,43.0,4,3,4.0,2,3,0
323,10,Female,9.2,4,2.9,1,7.5,1,2.1,7.0,3,3,5.0,2,3,0
324,11,Female,8.5,4,2.7,3,8.8,6,4.1,41.0,3,4,4.0,4,3,0
325,12,Female,6.4,3,3.4,4,5.9,2,4.8,2.0,3,4,3.0,4,4,1
326,11,Nonbinary,9.2,5,2.9,3,2.9,2,3.0,28.0,3,4,2.0,3,4,1
327,12,Female,8.8,4,3.0,2,1.2,0,2.4,20.0,4,3,2.0,3,3,0
328,11,Female,8.4,4,2.5,1,11.1,1,5.2,19.0,2,4,2.0,2,4,1
329,11,Male,7.9,3,2.4,1,2.0,3,4.6,,4,2,3.0,3,3,0
330,10,Male,8.2,3,2.6,2,9.0,5,,9.0,3,4,5.0,3,3,0
331,11,Male,7.6,3,3.2,3,7.7,3,7.5,29.0,3,4,5.0,3,3,0
332,9,Female,8.9,3,2.2,2,9.7,3,4.2,23.0,2,3,3.0,2,4,1
333,11,Male,7.7,4,1.6,1,3.9,2,6.1,36.0,3,4,1.0,2,4,1
334,12,Female,6.5,3,2.2,1,2.8,3,5.3,46.0,4,2,2.0,1,5,1
335,9,Female,7.0,3,2.4,2,7.5,5,4.0,24.0,4,2,4.0,3,3,0
336,11,Male,6.9,4,4.3,1,4.8,1,3.0,10.0,2,4,3.0,3,3,0
337,9,Male,8.4,5,2.2,3,1.1,1,4.1,5.0,4,5,3.0,2,2,0
338,11,Female,7.7,5,2.4,1,13.8,3,0.5,47.0,5,3,3.0,1,4,1
339,9,Male,8.4,3,2.2,2,2.8,1,4.2,46.0,3,5,2.0,3,3,0
340,12,Female,8.0,3,2.1,1,2.0,4,4.5,35.0,4,2,2.0,3,4,1
341,9,Female,7.5,5,3.3,1,5.0,2,4.0,23.0,2,3,5.0,4,3,0
342,12,Female,9.1,4,3.4,1,11.0,5,,34.0,3,4,5.0,4,3,0
343,12,Male,7.2,3,2.5,6,0.0,2,2.5,42.0,4,4,2.0,3,4,1
344,11,Female,7.2,4,2.6,1,10.7,3,6.7,13.0,5,3,1.0,3,4,1
345,12,Male,8.0,4,2.7,1,2.4,1,3.5,22.0,3,3,3.0,3,4,1
346,12,Female,5.4,3,4.5,1,7.1,0,4.0,5.0,5,4,3.0,3,3,0
347,12,Male,6.6,3,3.0,1,3.3,0,5.7,20.0,4,4,4.0,3,4,1
348,9,Male,9.3,5,2.2,0,14.0,1,3.4,45.0,2,3,4.0,3,2,0
349,11,Female,5.8,2,3.4,1,6.5,2,4.7,38.0,5,4,2.0,5,4,1
350,9,Female,9.4,4,1.3,0,3.2,1,2.4,24.0,2,4,4.0,3,2,0
351,11,Female,9.4,3,3.0,2,4.8,0,3.2,2.0,4,4,3.0,2,3,0
352,9,Male,7.8,3,2.3,0,6.4,2,6.3,12.0,3,4,4.0,3,3,0
353,11,Female,8.0,3,1.2,2,6.7,3,4.8,24.0,2,3,3.0,3,4,1
354,11,Male,8.9,4,3.1,1,7.8,2,3.4,19.0,5,3,4.0,2,3,0
355,10,Female,7.4,3,2.4,1,6.0,2,5.7,22.0,3,3,1.0,3,4,1
356,10,Male,8.9,3,2.5,3,0.5,2,3.5,26.0,5,4,4.0,2,1,0
357,11,Female,7.0,3,2.8,3,4.6,6,5.2,14.0,3,2,2.0,3,5,1
358,12,Male,6.9,2,3.5,5,8.4,1,4.9,22.0,2,5,3.0,4,4,1
359,10,Nonbinary,7.1,4,3.7,3,3.3,3,5.5,20.0,3,4,4.0,4,3,0
360,11,Female,8.1,5,1.6,0,8.7,1,3.2,11.0,5,3,2.0,2,2,0
361,12,Male,8.7,4,2.9,2,6.1,1,1.8,50.0,4,5,2.0,3,2,0
362,9,Female,8.0,3,2.7,2,5.1,4,5.5,15.0,4,4,3.0,3,3,0
363,9,Female,6.8,4,2.5,0,10.8,2,7.1,2.0,4,2,3.0,3,4,1
364,9,Male,7.0,2,2.5,1,0.0,2,2.9,49.0,3,5,2.0,2,3,0
365,11,Male,8.1,4,5.6,0,3.3,2,4.2,9.0,5,5,3.0,2,3,0
366,10,Male,10.0,5,3.0,3,10.9,2,2.1,35.0,4,3,3.0,2,3,0
367,12,Female,7.9,4,4.3,0,13.3,4,5.5,12.0,4,3,4.0,4,5,1
368,11,Female,7.3,3,2.5,1,15.1,3,4.8,31.0,5,3,2.0,2,4,1
369,10,Female,8.8,4,1.4,0,6.2,3,8.8,21.0,2,2,2.0,2,3,0
370,12,Male,7.2,5,2.9,1,7.8,0,4.0,37.0,3,4,3.0,3,3,0
371,11,Female,7.3,4,3.5,1,9.3,2,6.9,19.0,3,4,3.0,3,4,1
372,10,Female,6.9,2,2.8,0,11.1,2,7.3,12.0,5,4,3.0,2,4,1
373,10,Female,9.5,4,2.8,0,7.3,5,4.0,26.0,2,4,2.0,2,3,0
374,10,Female,5.2,5,2.2,3,9.7,3,,16.0,4,5,4.0,3,3,0
375,9,Female,9.1,4,1.6,2,7.8,2,3.5,2.0,3,3,2.0,3,3,0
376,9,Female,7.7,3,1.8,0,8.1,1,4.2,13.0,2,5,3.0,2,4,1
377,12,Male,7.0,4,3.9,1,2.3,1,6.4,65.0,3,3,3.0,3,4,1
378,10,Male,9.8,3,3.2,2,4.7,4,1.5,2.0,4,3,3.0,2,3,0
379,10,Female,7.2,4,1.4,3,3.9,1,4.2,26.0,2,3,4.0,3,3,0
380,11,Male,7.0,3,3.6,1,1.2,0,4.1,18.0,5,3,2.0,4,3,0
381,11,Male,7.6,4,2.1,1,0.0,0,1.5,50.0,4,4,1.0,2,3,0
382,12,Female,7.9,3,3.7,3,4.3,1,5.4,5.0,4,3,3.0,3,3,0
383,12,Female,7.0,3,3.0,1,4.9,2,6.3,24.0,4,4,2.0,2,3,0
384,10,Female,6.2,4,4.0,3,6.4,3,4.1,32.0,3,3,1.0,5,5,1
385,10,Female,7.0,3,2.0,2,8.2,0,6.2,19.0,3,4,5.0,3,4,1
386,12,Male,8.9,3,3.4,1,6.8,2,0.9,10.0,4,3,4.0,1,4,1
387,11,Nonbinary,7.8,3,3.4,3,5.0,2,4.2,22.0,3,4,4.0,2,3,0
388,12,Female,7.9,2,2.3,1,2.3,4,3.9,17.0,4,4,3.0,3,3,0
389,9,Male,7.9,3,1.9,1,9.5,4,4.2,17.0,3,4,4.0,1,2,0
390,12,Female,6.7,3,2.9,2,5.6,0,4.9,36.0,4,3,3.0,3,4,1
391,11,Male,9.5,5,2.3,1,4.3,4,3.0,28.0,4,4,4.0,2,2,0
392,9,Male,8.0,3,1.6,0,5.3,2,3.4,30.0,2,3,3.0,2,3,0
393,11,Female,7.2,5,3.9,1,3.1,1,4.3,27.0,4,4,3.0,2,3,0
394,11,Female,8.9,3,2.2,1,3.9,3,5.6,36.0,2,4,3.0,2,3,0
395,9,Male,7.4,3,2.6,3,3.8,2,3.4,42.0,2,5,5.0,3,3,0
396,10,Nonbinary,7.3,3,2.7,0,4.9,1,8.0,18.0,3,3,3.0,3,4,1
397,12,Female,7.5,4,1.8,1,8.6,4,3.3,34.0,5,1,,2,3,0
398,10,Female,8.0,5,2.9,1,7.6,1,4.4,3.0,4,3,4.0,3,3,0
399,10,Female,8.2,2,1.0,1,12.2,1,4.8,2.0,5,2,4.0,2,3,0
400,10,Male,10.3,4,3.0,2,10.8,7,2.2,49.0,4,3,3.0,2,3,0
401,10,Male,8.3,5,1.9,0,13.8,0,6.0,17.0,4,3,3.0,2,3,0
402,12,Male,4.8,2,3.2,1,8.2,3,6.8,26.0,4,3,2.0,3,5,1
403,12,Male,7.8,4,1.9,1,8.2,2,3.8,4.0,3,3,3.0,2,3,0
404,9,Male,8.2,5,2.1,1,4.1,3,6.1,3.0,4,5,2.0,3,1,0
405,12,Male,7.5,4,4.1,2,9.3,2,2.7,11.0,5,4,3.0,2,4,1
406,12,Female,7.7,4,2.4,4,3.4,2,3.3,32.0,4,5,3.0,3,3,0
407,10,Male,7.9,5,1.8,2,0.1,2,5.0,14.0,5,4,4.0,2,2,0
408,12,Female,7.4,5,3.7,1,12.1,1,5.6,17.0,4,5,5.0,3,2,0
409,9,Female,8.9,4,2.5,4,1.0,4,4.0,11.0,5,3,2.0,3,2,0
410,12,Male,6.9,3,0.8,6,7.8,5,4.5,39.0,3,5,3.0,4,4,1
411,11,Male,6.7,3,4.8,2,2.5,4,4.4,35.0,5,4,3.0,4,4,1
412,11,Male,11.0,5,3.3,1,10.5,2,4.0,15.0,4,3,4.0,2,2,0
413,9,Female,7.4,2,2.7,2,11.1,2,4.7,32.0,3,4,3.0,4,5,1
414,12,Male,7.6,3,3.1,0,8.1,3,2.8,18.0,2,4,3.0,2,4,1
415,9,Female,6.6,3,0.1,0,11.0,2,3.4,17.0,3,4,3.0,2,2,0
416,9,Female,8.3,3,2.7,1,6.0,3,6.2,21.0,3,4,3.0,2,2,0
417,9,Female,7.2,4,1.4,1,14.9,2,3.3,32.0,4,4,5.0,3,3,0
418,12,Male,7.0,5,3.7,1,9.0,2,5.0,9.0,2,2,2.0,4,4,1
419,9,Female,9.3,4,1.8,2,2.4,1,5.4,30.0,5,3,3.0,1,2,0
420,12,Male,8.0,3,3.4,2,6.3,3,4.9,59.0,4,4,4.0,2,3,0
421,11,Female,8.3,5,2.0,5,5.4,0,2.6,25.0,4,4,4.0,2,2,0
422,9,Female,6.3,3,2.9,0,5.0,3,3.4,23.0,2,3,3.0,3,4,1
423,9,Male,10.2,5,0.8,0,0.0,0,5.7,21.0,3,2,5.0,2,2,0
424,9,Female,6.9,4,4.2,1,7.5,2,3.0,29.0,1,5,1.0,4,5,1
425,11,Male,9.4,4,5.0,1,0.5,0,2.3,2.0,5,4,2.0,2,3,0
426,12,Male,8.6,2,4.8,1,0.0,0,4.2,48.0,2,5,4.0,3,3,0
427,9,Female,8.8,3,3.3,1,4.6,3,3.2,37.0,2,4,2.0,3,3,0
428,12,Male,6.5,2,3.1,3,3.0,1,5.8,12.0,5,3,2.0,4,4,1
429,9,Male,8.4,4,3.2,2,2.6,1,1.4,22.0,4,1,3.0,4,3,0
430,12,Male,6.9,2,3.1,1,0.0,1,4.3,14.0,4,3,2.0,2,4,1
431,12,Male,7.5,5,1.6,1,2.6,1,5.4,26.0,4,4,4.0,3,2,0
432,12,Male,7.2,3,4.7,1,5.3,2,5.6,23.0,5,4,4.0,3,4,1
433,11,Male,5.5,3,3.9,2,3.5,3,4.6,25.0,4,3,3.0,4,4,1
434,12,Female,8.7,3,3.2,3,7.5,3,1.9,7.0,2,4,4.0,3,4,1
435,9,Male,8.1,4,0.8,2,11.6,3,4.3,15.0,4,4,2.0,3,3,0
436,9,Male,7.7,3,1.4,3,8.1,5,2.1,39.0,4,5,3.0,3,3,0
437,9,Male,7.6,3,0.2,1,10.1,1,6.3,14.0,5,3,5.0,1,2,0
438,10,Male,8.3,5,3.3,1,10.4,1,4.1,2.0,2,4,4.0,3,4,1
439,11,Female,6.7,4,1.2,0,1.9,5,3.7,20.0,3,4,5.0,3,2,0
440,11,Male,5.2,3,3.1,3,7.8,3,4.0,58.0,4,4,3.0,4,4,1
441,12,Nonbinary,7.9,4,2.4,2,10.0,0,3.0,35.0,3,3,4.0,1,3,0
442,9,Female,8.8,4,0.6,1,4.3,4,1.0,13.0,1,1,3.0,2,3,0
443,11,Female,7.5,4,3.0,1,2.8,3,5.1,21.0,4,3,4.0,3,3,0
444,9,Male,6.9,3,1.7,1,8.1,2,3.4,32.0,4,3,5.0,3,3,0
445,10,Female,8.0,5,3.2,1,0.1,1,4.6,2.0,3,3,2.0,2,3,0
446,11,Male,6.1,3,1.5,2,1.6,2,6.0,9.0,4,2,1.0,4,5,1
447,12,Female,6.3,4,2.4,4,3.3,1,6.6,28.0,4,3,5.0,2,3,0
448,11,Female,6.9,3,0.4,3,7.8,6,5.1,46.0,4,4,4.0,3,3,0
449,9,Male,9.1,5,0.0,0,6.9,5,5.1,15.0,4,4,3.0,1,1,0
450,11,Male,7.3,4,4.6,3,10.1,1,6.6,46.0,5,2,3.0,5,4,1
451,9,Male,7.7,4,4.1,1,2.3,3,4.6,11.0,3,2,1.0,3,4,1
452,12,Male,9.6,3,3.3,1,2.1,2,,2.0,4,5,3.0,2,2,0
453,11,Male,8.1,5,2.0,5,8.1,1,3.0,33.0,2,4,,3,2,0
454,9,Male,8.6,5,1.7,3,2.8,4,2.1,30.0,3,4,3.0,3,3,0
455,9,Male,7.8,3,2.9,1,3.6,7,6.2,33.0,5,3,3.0,4,3,0
456,9,Male,7.5,4,1.5,0,0.0,1,5.3,32.0,2,4,1.0,2,3,0
457,12,Male,5.0,2,3.4,2,7.2,2,6.9,25.0,3,3,4.0,3,5,1
458,10,Female,9.0,4,2.4,0,12.2,1,2.5,18.0,5,3,,2,2,0
459,12,Female,7.9,5,2.6,1,1.9,2,6.7,19.0,5,2,4.0,2,2,0
460,11,Male,7.5,3,2.3,0,10.1,5,3.9,15.0,3,3,3.0,2,3,0
461,11,Male,7.5,3,3.1,4,5.8,2,3.0,16.0,3,5,3.0,3,4,1
462,9,Male,9.0,5,1.0,1,0.0,6,2.5,2.0,3,3,3.0,2,2,0
463,12,Female,5.7,4,3.7,2,2.4,0,7.9,4.0,5,4,3.0,4,4,1
464,10,Male,7.3,5,1.9,1,2.2,2,2.6,20.0,3,4,4.0,2,3,0
465,11,Female,6.5,3,2.9,1,4.7,1,3.7,2.0,3,3,3.0,3,4,1
466,11,Male,9.6,4,4.2,2,7.7,2,7.7,2.0,4,3,5.0,2,3,0
467,11,Male,8.7,3,2.6,4,13.4,0,5.1,17.0,2,5,2.0,3,3,0
468,12,Male,5.0,3,4.1,1,0.3,3,4.6,20.0,3,4,3.0,4,5,1
469,9,Male,6.5,2,0.2,0,4.1,3,3.2,17.0,4,3,5.0,1,2,0
470,10,Female,7.8,4,1.9,0,2.4,0,1.4,2.0,4,3,3.0,3,2,0
471,10,Female,7.4,4,2.4,1,0.9,4,4.5,45.0,2,5,4.0,3,3,0
472,10,Male,6.5,3,4.3,2,6.4,0,6.1,2.0,4,1,3.0,4,5,1
473,9,Male,10.3,4,0.0,2,6.0,0,5.1,10.0,4,4,3.0,1,1,0
474,9,Male,8.5,3,1.9,1,0.0,2,0.7,3.0,3,4,4.0,2,2,0
475,10,Female,8.5,4,3.9,3,6.1,0,1.6,41.0,5,3,4.0,3,3,0
476,10,Female,7.2,3,1.6,0,1.2,0,4.3,28.0,4,4,2.0,2,3,0
477,10,Female,8.7,4,2.2,0,6.0,3,8.0,15.0,3,4,3.0,1,2,0
478,11,Female,7.3,5,3.1,0,11.1,2,5.8,14.0,5,3,2.0,2,2,0
479,11,Female,7.4,5,3.0,0,7.9,3,5.0,25.0,3,4,4.0,3,3,0
480,10,Male,8.6,3,4.0,0,6.7,1,1.7,3.0,4,4,5.0,2,3,0
481,10,Male,6.2,3,2.8,5,3.9,0,1.7,28.0,3,4,5.0,3,2,0
482,9,Female,10.0,4,3.3,1,6.3,2,2.9,14.0,4,4,4.0,3,2,0
483,11,Female,7.9,4,2.4,3,8.3,1,3.9,30.0,3,4,3.0,5,4,1
484,10,Female,9.4,3,1.7,1,7.9,2,2.7,29.0,3,5,4.0,2,2,0
485,9,Male,7.0,4,1.8,0,5.6,7,4.0,13.0,3,4,2.0,1,3,0
486,10,Female,6.9,3,1.2,0,6.9,1,3.5,2.0,3,4,5.0,3,3,0
487,10,Male,6.7,5,2.9,0,0.7,1,3.2,,5,4,4.0,1,1,0
488,9,Male,8.5,4,1.6,2,3.1,4,5.9,,2,5,4.0,2,2,0
489,11,Female,7.8,5,2.1,3,8.8,1,2.7,23.0,4,2,4.0,3,2,0
490,11,Male,7.2,2,3.3,3,9.4,2,4.0,18.0,4,2,3.0,2,4,1
491,11,Male,6.6,2,1.7,1,6.4,2,4.8,13.0,3,4,2.0,3,3,0
492,11,Female,6.3,4,3.6,0,11.9,1,6.2,3.0,5,4,1.0,2,4,1
493,11,Female,7.6,4,2.3,2,8.0,1,2.9,40.0,2,1,3.0,3,4,1
494,10,Male,7.4,3,3.6,2,5.1,3,5.9,15.0,4,4,3.0,4,4,1
495,12,Male,6.7,3,2.8,1,1.1,3,3.9,57.0,2,4,4.0,3,5,1
496,11,Male,9.4,3,3.4,2,11.8,6,2.9,23.0,3,4,3.0,3,3,0
497,10,Male,7.9,3,2.6,2,9.1,4,6.7,27.0,2,4,4.0,2,3,0
498,11,Female,9.1,5,3.5,1,13.2,3,1.8,23.0,3,2,4.0,2,3,0
499,10,Male,7.4,3,2.5,2,14.7,3,5.5,27.0,3,3,2.0,2,4,1
500,10,Male,8.2,4,0.7,4,0.9,1,5.5,38.0,5,3,4.0,3,2,0
501,11,Female,7.6,3,3.8,0,0.9,5,4.7,39.0,4,4,3.0,2,3,0
502,12,Male,5.6,3,3.1,1,0.0,0,5.3,2.0,4,4,4.0,3,4,1
503,12,Male,9.0,5,4.0,1,9.7,4,6.8,35.0,2,3,4.0,3,3,0
504,10,Male,7.8,4,3.1,0,8.6,5,4.1,29.0,4,4,4.0,3,2,0
505,10,Female,8.8,3,1.6,3,6.4,4,3.8,23.0,5,3,3.0,2,3,0
506,12,Female,6.6,3,2.3,3,1.1,3,4.3,48.0,4,5,3.0,3,3,0
507,10,Male,7.8,2,3.1,2,5.6,3,4.4,48.0,2,4,4.0,3,3,0
508,12,Male,6.5,2,2.9,1,6.7,1,6.4,36.0,3,4,2.0,4,5,1
509,10,Male,9.3,5,3.3,2,9.1,1,2.8,14.0,4,5,2.0,2,2,0
510,9,Male,8.5,4,1.8,2,7.1,3,0.5,4.0,3,5,3.0,2,3,0
511,9,Female,8.6,5,3.0,4,8.7,0,4.5,33.0,5,4,2.0,4,3,0
512,12,Female,8.9,4,3.6,1,5.5,5,1.7,42.0,3,4,3.0,3,2,0
513,9,Female,9.5,4,2.3,0,10.7,3,4.3,2.0,4,5,3.0,2,2,0
514,10,Female,8.8,4,2.0,2,8.5,3,3.5,38.0,3,4,3.0,3,3,0
515,10,Female,6.4,1,2.6,4,1.3,2,6.5,18.0,4,3,3.0,3,3,0
516,9,Male,7.4,4,3.2,2,11.6,2,,2.0,5,5,4.0,2,3,0
517,10,Female,6.8,3,2.3,1,10.9,6,3.9,29.0,4,3,4.0,3,3,0
518,11,Female,8.5,5,3.3,3,7.9,0,3.2,36.0,3,2,3.0,3,4,1
519,9,Male,8.4,5,2.0,1,7.1,4,1.4,17.0,3,5,3.0,2,2,0
520,12,Female,5.9,2,3.3,4,12.6,2,7.0,6.0,5,3,3.0,3,4,1
521,12,Female,7.2,4,4.9,1,0.0,4,1.9,48.0,3,4,3.0,3,5,1
522,10,Male,6.3,3,3.6,2,11.0,1,6.8,12.0,3,5,5.0,3,3,0
523,9,Female,8.1,3,2.1,1,4.1,1,4.6,39.0,1,2,2.0,3,3,0
524,11,Male,5.9,3,3.0,2,10.4,1,4.9,2.0,3,4,2.0,3,4,1
525,9,Male,8.8,4,1.3,0,6.5,2,4.1,28.0,3,5,2.0,2,2,0
526,10,Female,8.4,5,2.2,1,1.0,3,4.3,28.0,2,4,3.0,3,3,0
527,12,Male,9.5,4,3.5,2,4.0,2,2.5,35.0,5,4,3.0,3,3,0
528,12,Male,8.4,4,4.1,0,10.1,4,4.2,44.0,3,5,3.0,2,4,1
529,12,Male,7.0,4,3.9,2,5.2,0,5.8,10.0,5,4,4.0,4,3,0
530,10,Male,8.8,5,1.3,0,3.5,2,2.0,30.0,5,4,4.0,1,1,0
531,11,Male,6.2,4,3.8,0,3.5,0,5.6,2.0,3,5,4.0,4,4,1
532,11,Male,6.6,4,2.7,1,8.6,4,0.6,2.0,5,5,4.0,2,2,0
533,10,Male,8.3,4,1.4,2,13.0,3,0.7,13.0,5,5,1.0,1,2,0
534,11,Female,5.3,3,4.1,1,0.0,3,6.5,28.0,3,3,4.0,4,5,1
535,9,Male,8.2,5,3.5,1,17.2,1,3.2,,3,5,2.0,3,4,1
536,9,Male,7.1,3,2.3,2,6.8,1,3.2,50.0,1,4,3.0,4,4,1
537,10,Male,8.1,4,3.1,2,8.3,5,,17.0,4,3,3.0,3,4,1
538,9,Female,7.0,5,2.8,0,4.3,2,4.0,27.0,3,4,3.0,4,3,0
539,9,Female,8.7,5,3.4,2,6.0,2,2.0,36.0,4,4,2.0,2,3,0
540,12,Male,7.5,4,3.9,2,6.8,2,1.7,33.0,3,5,4.0,4,4,1
541,12,Male,9.0,4,1.9,1,1.8,4,0.5,19.0,3,4,2.0,2,2,0
542,11,Female,7.7,5,4.8,6,2.8,5,5.4,23.0,3,3,4.0,4,3,0
543,12,Female,6.6,4,4.3,3,10.7,2,4.2,20.0,2,3,2.0,4,5,1
544,12,Female,7.2,4,2.7,2,0.0,2,6.0,19.0,3,4,3.0,3,4,1
545,9,Male,6.7,3,1.0,2,7.8,1,4.1,17.0,3,2,5.0,3,3,0
546,10,Female,8.4,4,2.9,2,4.5,0,4.3,20.0,4,3,5.0,1,2,0
547,10,Male,8.6,4,2.1,2,2.2,2,3.4,16.0,4,3,2.0,2,3,0
548,9,Female,10.9,4,2.3,0,13.9,2,2.3,,3,3,2.0,1,2,0
549,11,Female,7.0,4,3.5,3,2.2,3,4.7,35.0,5,4,3.0,3,4,1
550,10,Female,7.7,4,1.8,3,1.5,3,3.5,30.0,3,3,5.0,3,3,0
551,10,Male,7.3,3,1.3,3,5.3,6,2.5,50.0,5,1,3.0,3,3,0
552,9,Male,8.4,4,2.4,3,2.9,0,5.0,28.0,4,2,4.0,3,2,0
553,9,Male,8.6,5,1.5,0,6.0,1,6.2,16.0,4,4,3.0,1,2,0
554,12,Male,7.4,4,3.3,3,6.6,3,7.0,13.0,3,3,2.0,2,4,1
555,9,Female,9.4,4,0.7,1,6.9,4,2.3,23.0,4,3,1.0,3,2,0
556,9,Male,7.5,4,1.7,4,5.5,1,3.1,30.0,4,5,3.0,2,3,0
557,10,Female,9.0,4,3.1,1,3.2,1,2.5,18.0,4,4,5.0,2,2,0
558,10,Female,8.5,3,3.0,1,8.6,1,3.4,2.0,5,4,3.0,4,2,0
559,11,Female,7.7,4,2.0,1,5.6,0,4.1,11.0,3,4,4.0,2,3,0
560,10,Female,7.6,4,1.2,1,4.0,2,2.6,22.0,4,3,2.0,2,2,0
561,9,Male,10.9,5,2.0,4,11.9,0,0.5,33.0,4,3,,2,2,0
562,9,Male,7.3,5,2.6,2,5.5,1,4.5,2.0,4,5,4.0,2,2,0
563,12,Male,7.8,4,3.6,1,10.4,1,0.5,26.0,3,4,2.0,2,4,1
564,11,Male,6.9,4,2.3,2,10.9,2,4.5,25.0,3,2,3.0,3,4,1
565,11,Male,9.7,4,3.1,3,11.2,7,1.5,15.0,3,4,2.0,2,3,0
566,11,Female,8.7,3,4.3,0,8.8,2,4.8,13.0,3,4,4.0,3,3,0
567,11,Female,7.0,2,3.0,3,6.0,1,6.3,11.0,3,3,4.0,3,4,1
568,9,Female,8.8,3,0.4,3,5.7,1,5.2,24.0,3,5,4.0,2,3,0
569,10,Male,8.2,4,2.6,2,5.0,1,3.3,39.0,3,5,4.0,1,3,0
570,11,Nonbinary,7.1,2,4.8,0,0.0,1,2.7,40.0,4,3,3.0,3,4,1
571,10,Female,8.8,3,1.1,0,8.9,1,2.2,5.0,4,3,4.0,2,2,0
572,12,Male,7.9,3,3.2,3,7.0,1,4.5,19.0,4,3,3.0,3,4,1
573,10,Male,8.2,4,2.2,3,9.3,2,1.2,2.0,3,3,4.0,3,3,0
574,11,Male,7.7,3,2.9,5,5.5,3,6.4,24.0,4,3,1.0,3,4,1
575,12,Male,7.9,3,3.4,3,8.7,2,3.5,31.0,3,4,2.0,3,3,0
576,10,Male,8.2,5,3.5,2,0.5,3,4.7,46.0,4,5,5.0,3,2,0
577,12,Male,7.5,4,3.3,1,1.3,3,1.4,2.0,3,5,4.0,2,2,0
578,11,Male,7.0,3,4.1,2,0.0,1,3.1,6.0,4,4,4.0,4,3,0
579,12,Female,9.3,4,3.1,5,5.5,3,0.5,24.0,2,2,2.0,4,4,1
580,10,Male,6.8,3,2.0,1,2.9,2,6.4,2.0,4,2,2.0,1,4,1
581,10,Female,8.4,3,1.7,2,2.4,2,3.5,25.0,3,5,3.0,2,2,0
582,11,Male,7.3,3,1.0,0,7.3,2,5.3,31.0,3,5,3.0,2,3,0
583,9,Female,10.1,5,2.3,1,4.3,0,2.8,3.0,2,4,5.0,1,2,0
584,10,Female,7.0,3,4.5,2,0.3,0,5.3,24.0,2,3,4.0,4,4,1
585,12,Female,6.6,2,3.7,1,16.2,5,4.3,4.0,3,5,3.0,4,4,1
586,11,Female,6.6,3,3.5,2,5.9,1,4.5,43.0,5,4,3.0,3,4,1
587,9,Female,8.6,4,1.6,1,1.7,5,3.5,25.0,3,5,4.0,1,1,0
588,10,Female,6.4,2,2.2,0,3.3,1,5.6,12.0,1,2,2.0,3,4,1
589,9,Female,7.7,4,3.0,1,5.3,1,4.9,3.0,4,4,1.0,2,3,0
590,9,Female,5.8,4,4.0,1,5.3,0,9.8,28.0,2,5,4.0,4,4,1
